GPSPointLocation,CulvertID,CulvertAccessibility,ReasonforInaccessability,InletisMDIorSCI,Material,NumberofCulverts,InletEndSectionType,OutletEndSectionType,DropInletDetails,Culvert_Shape,PhysicalDamage,Corrosion,SpanIn,RiseIn,WidthofMultiCulvertsFt,Silting,Scour,Erosion_Control,ChannelType,ChannelCondition,Skew,DegreesofSkew,Comments,Collector,Correctionsource,Workspace,DeviceID,CorrStatus,CreationDateTime,UpdateDateTime,HorizEstAcc,VertEstAcc,TaskName,Photos_Multiple,X,Y,Z
Outlet,D15,No,Below Water,No,Other,1,Unknown,Unknown,,Unknown,,,,,,,,None,Running Water,Swampy/Heavily Vegetated,Right Forward,22.5,Unknown of the culvert specification. Inlet has a wooden headwall. Could not obtain measurement.,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-22T13:38:09.463318,2023-05-30T16:25:29.426942,1.44,2.16,,https://na.api.maps.trimblegeospatial.com/forms/images/f390809d-f6f6-4800-9e21-02dc85a50844?hash=I6yEEBghWb2o25kWbdzLODSaBEOeNXME3I46%2fL1rmcA%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/d4a66fd2-e594-4b01-af43-8723623d223a?hash=8t9k9ySvqcSjx2RhzwQpkzLcoBKcCdU6VlVCyhnES1c%3d&projectId=bo9nt6JWFsc,-106.97752862363267,36.09262416622204,2169.802566978351
Outlet,D323,Yes,,No,Corrugated Metal,7,Metal End Section,Metal End Section,,Arch Pipe,None,Minor (Rusting on Inside OR Outside),42,29,49,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Weeds and/or Debris,Normal,,"There are 7 culverts, external corrosion",culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-01T11:08:44.713421,2023-06-08T09:19:43.279609,0.72,1.09,,https://na.api.maps.trimblegeospatial.com/forms/images/94679b68-c948-43f9-a07f-0699ac7e0efe?hash=qh%2bwaXXZwN7BoJbCZPumR5koIZxSA0LNFItZ10MheCg%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/4be29251-fc98-43c7-9378-c0894e76192c?hash=PomFxEECGyiOyHEzAkxel1WTHhOFefYtFiFqf%2bgSJiE%3d&projectId=bo9nt6JWFsc,-106.97622212430522,36.05884934183789,2144.040928758336
Turnouts (Road),B193,Yes,,No,Corrugated Metal,1,Concrete Slope Blanket with Safety Grate,Concrete Slope Blanket with Safety Grate,,Circular,None,None Evident,24,24,,10% to 30% Silted,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Dry/Heavily Vegetated,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-01T13:27:51.787161,2023-06-02T15:06:50.666479,1.44,1.9,,https://na.api.maps.trimblegeospatial.com/forms/images/b987bde3-cd15-461e-a0ca-5ad84031a8a0?hash=Hz47Vhq8zTqB2BrY2tO1hnTGkIBCXDPyNiJ363jXHcg%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/616f4833-e1bc-4787-b70d-0e14a1bf9b96?hash=2S6ttchpel3NY6wxNoyHhvJltuqidc4I89D0HOWXgFE%3d&projectId=bo9nt6JWFsc,-108.77436469623275,35.74034581709742,1913.9753047115398
Outlet,D851,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,None,Moderate (Rusting on Inside AND Outside),36,36,,Clean,Major Scour ( 3 ft to 8 ft),None,Dry Arroyo/Ephemeral,Channel Degrading,Normal,,,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-21T15:04:33.799167,2023-06-21T15:23:01.160132,0.89,1.33,,https://na.api.maps.trimblegeospatial.com/forms/images/5e20f9c5-e36f-495a-8182-a5ec8983a9c2?hash=I5bjBqwxHpfeVQkkW%2fH8pJ55ceAogEUNtMpso3NmnJ4%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/e86b8b42-aee2-4477-b0b6-56eb3bc768ce?hash=eiUOo%2fVZhxCEfLSBKb5D5MiFc3Evvl%2f0rwnhoxc6dl4%3d&projectId=bo9nt6JWFsc,-106.79216754020835,36.558431412426806,2154.588076436368
Inlet,D281,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,Minor Damage (metal),None Evident,30,30,9.5,10% to 30% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Dry/Heavily Vegetated,Normal,,Metal end section with safety grate,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-31T13:02:40.408183,2023-05-31T13:25:08.453912,0.67,1,,https://na.api.maps.trimblegeospatial.com/forms/images/f1dfee10-8e65-4794-b95b-5ceb71b2f559?hash=CLS5lJN6U78hwyPYlD7DmLWyiywIOzd7rhN4nMkmoTU%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/9532ffd4-d306-4364-b80b-63c3b3fd9c87?hash=fzC1CPH5jzH7%2f0s4kxdPyfUmzOxHdbpnJUjaafQXZmc%3d&projectId=bo9nt6JWFsc,-107.11603493163327,36.07172502548488,2213.1239492325403
Inlet,D902,No,Silted Up,No,Corrugated Metal,1,No End Section,No End Section,,Unknown,,Not Known,,,,>90% Silted,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Dry/Heavily Vegetated,Normal,,,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-26T12:09:33.579703,2023-06-26T12:12:56.113811,1.07,1.6099999999999999,,https://na.api.maps.trimblegeospatial.com/forms/images/4ab59be4-1136-4e74-8011-d9f43339947a?hash=O%2fLTbs2P23thBJMrd%2f%2bpJSAY07Ufxt8%2fRqHnQkZoGfk%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/07fc5b29-8cbc-4c9d-bb77-9da167fc8f35?hash=xCb0D5QfEFwqxEQZsTWKFxzXFeC6yXUuEKNIqOJ1KI4%3d&projectId=bo9nt6JWFsc,-106.57811137779382,36.70989469332148,2272.1697765861186
Outlet,C408,Yes,,No,Corrugated Metal,2,Metal End Section,Metal End Section,,Arch Pipe,None,Moderate (Rusting on Inside AND Outside),49,33,16,10% to 30% Silted,Little or no Scour ( < 1 ft),Not Evident,Dry Arroyo/Ephemeral,Dry/Heavily Vegetated,Right Forward,22.5,,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-06T15:18:36.947876,,1.37,2.06,,https://na.api.maps.trimblegeospatial.com/forms/images/3c31b589-9be6-4d66-89bb-35bd82103ac3?hash=IZls53UAvk7BUh7piAakV2FhgDTQsTK44Lurs1lS5do%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/baf76020-6a08-4597-ae6c-5531b95545c3?hash=yrMuydO9B57vVWWl53iYcszcbpv05FU9pR8RH1vCtAM%3d&projectId=bo9nt6JWFsc,-108.26859632503663,36.31071366384923,1822.406474940269
Inlet,A384,Yes,,No,Corrugated Metal,1,No End Section,,,Circular,Minor Damage (metal),Minor (Rusting on Inside OR Outside),48,48,,Clean,,,,,Normal,0,Outlet not accessible due to slope. ,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-01T08:19:18.176921,2023-06-01T08:22:54.683905,0.71,1.06,,https://na.api.maps.trimblegeospatial.com/forms/images/f482ff58-cc2a-4b94-bde7-af3a214fba82?hash=Wj0Xe1BscrUzIHZKWATtNOQQnQfUCx77fvb6WeeL1cw%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/046f6c44-49a3-4979-a97f-ca30e1e443a2?hash=pDmItLDdVJ3d%2fKtxi6me6w7OS7BI4Jf82%2fQGKyz1hRU%3d&projectId=bo9nt6JWFsc,-104.69605119419141,35.524393583143215,1937.410741849258
Inlet,B394,Yes,,No,Corrugated Metal,1,Metal End Section,No End Section,,Circular,Minor Damage (metal),Minor (Rusting on Inside OR Outside),30,30,,Clean,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-14T11:25:28.182352,2023-06-14T11:28:18.71149,1.29,1.6800000000000002,,https://na.api.maps.trimblegeospatial.com/forms/images/5edbe8b2-278e-4ef4-b8f3-f43324aaccee?hash=N9AGFuuPShP5JmulIGWK0MJx4jqe8STwpPvveBmWPe4%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/b983d781-7988-4aad-8ec5-64bf53d6b03f?hash=89Rw8BSTFDfUWSxZ7MpAaqaBcUf3tjFCz%2bR%2b%2fL5TuOQ%3d&projectId=bo9nt6JWFsc,-108.89073659593971,36.07921529190782,2536.6958112836037
CDI,B41,Yes,,Yes,Concrete,1,MDI / SDI / CDI,Unknown,1 pipe (lateral),Circular,None,,24,24,,Clean,Little or no Scour ( < 1 ft),Other,Other,,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-05-24T07:39:11.769848,2023-05-24T07:41:13.576287,0.98,1.34,,https://na.api.maps.trimblegeospatial.com/forms/images/193f94ea-c7a8-47ee-bf26-60a09e9cf005?hash=RbwlkIB0YoDbVhePOueZsV2XKrmZJ4QIJIEp9ub4NJY%3d&projectId=bo9nt6JWFsc,-108.75857008056653,35.5373221745305,1993.1338629537295
Inlet,D481,Yes,,No,Corrugated Metal,2,Metal End Section,Metal End Section,,Circular,None,Minor (Rusting on Inside OR Outside),60,60,18,Clean,Little or no Scour ( < 1 ft),Wire-Enclosed Rip-Rap Pad,Dry Arroyo/Ephemeral,Dry/Heavily Vegetated,Normal,,Internal corrosion,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-07T13:43:01.468031,,1.2,1.79,,https://na.api.maps.trimblegeospatial.com/forms/images/016526e1-66d1-48d8-9fa9-bc76cfe291e0?hash=n3ygYb8VdgP99z6M4TCdM6kB%2bkoQuA6jmT9sJk7kEiQ%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/4d4e9b4b-ed6a-48b7-b5bf-2c22497a7bcf?hash=XonHYyz%2bmgc9ZZT45VoIErUIdZLkoQWhMyiLDArF9Qs%3d&projectId=bo9nt6JWFsc,-107.84911904945854,36.3991114229576,2078.799184049553
Outlet,D652,Yes,,No,Corrugated Metal,1,Headwall,No End Section,,Circular,None,Minor (Rusting on Inside OR Outside),48,48,,Clean,Minor Scour (1 to 3 ft),None,Dry Arroyo/Ephemeral,Channel Degrading,Normal,,Internal corrosion,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-14T09:45:55.228919,,1.22,1.83,,https://na.api.maps.trimblegeospatial.com/forms/images/224e8561-f860-4c7b-824e-afaed9762295?hash=9HDWSd4FU%2flqw9%2frWbQKiPOJUYsgKWGvYxzDP6WBtKA%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/ffed5bc8-5c15-40e2-b4ce-45fcc2104cd4?hash=0iP0BhZWlpmQM%2bnDjAQY8sU19a6gbcRg%2bN9%2bHgcq2%2bM%3d&projectId=bo9nt6JWFsc,-106.67602981966776,36.17549028186057,2151.705323153591
CDI,B149,Yes,,Yes,Corrugated Metal,1,MDI / SDI / CDI,Unknown,1 pipe (lateral),Circular,None,Not Known,,,,30% to 60% Silted,,,Other,,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-05-31T12:20:39.0874,,1,1.29,,https://na.api.maps.trimblegeospatial.com/forms/images/60dbe49d-8c36-46da-8b1a-7b668302776d?hash=VcsWIONKX8VnANJ%2bHx2LZk%2f%2b9HGCpr0EQQLY%2bAqxIqo%3d&projectId=bo9nt6JWFsc,-109.04326699955541,35.659872034476216,2072.519773410311
Inlet,D965,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,None,None Evident,48,48,,30% to 60% Silted,Little or no Scour ( < 1 ft),Wire-Enclosed Rip-Rap Pad,Dry Arroyo/Ephemeral,Good,Normal,,,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-27T08:18:23.547109,,0.89,1.33,,https://na.api.maps.trimblegeospatial.com/forms/images/27395288-068d-4872-8088-b103b983ed72?hash=aZkpCiEZ%2bj%2bApw1yqWAtOuYFo%2fs7vWe5g5BlJaqHs38%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/4e4bbe95-d036-4129-88a8-0b144f5fc136?hash=GYA069I%2bgREzGrnde4rF8usmoDr0g6kN1iaasnBFf40%3d&projectId=bo9nt6JWFsc,-106.80614245553944,36.90130470073108,2289.4694955502237
Driveway (Private or Commercial),A749,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,Heavy Damage (metal),Minor (Rusting on Inside OR Outside),18,18,,60% to 90% Silted,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Good,Normal,0,,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-19T10:17:35.80792,2023-06-20T10:36:11.874164,0.79,1.18,,https://na.api.maps.trimblegeospatial.com/forms/images/6b8b26c2-1ed9-471f-a164-1553fc44711a?hash=Op19pxkiDxrDQe0Cgr3oVQLY98Flw%2bS12j%2biRXt2W7U%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/7c88a07d-bff9-485e-82a5-ff57618b96d8?hash=afubc6lCQep7lS3ESYj3QxljPUyBedOkGN9WM2ytP4U%3d&projectId=bo9nt6JWFsc,-104.91359756958681,35.85583256885984,2040.9758068198632
Outlet,E86,Yes,,No,Concrete,4,Unknown,Other,,Circular,None,,42,42,24,Clean,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Weeds and/or Debris,Normal,,Have wingwalls. Inlet inaccessible due to heavy debris.,culvertam5@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-12T14:47:14.550826,2023-06-12T15:05:16.803064,0.77,1.16,,https://na.api.maps.trimblegeospatial.com/forms/images/6bef550d-6e86-462f-9bc3-c0c076aef1a0?hash=Jx9Jgpn8bU2kjPl51K%2fBVWnGHjTDPz2sZ4Ve4Ir%2flXY%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/73ed50f0-70a0-4d34-ae7b-d2b8d029d064?hash=7rhMu2jA8H721xHIwAhuQaRvoWWu7js71MrDL8LMYsI%3d&projectId=bo9nt6JWFsc,-108.21661625418743,36.650315443908646,1840.2525199690608
Turnouts (Road),B78,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,Heavy Damage (metal),None Evident,24,24,,60% to 90% Silted,Little or no Scour ( < 1 ft),Concrete Structure,Concrete/Asphalt Lined,Good,Normal,,Outlet behind bushes,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-05-24T17:02:17.076219,,1.15,1.74,,https://na.api.maps.trimblegeospatial.com/forms/images/4a70acae-afd9-4082-a381-9f1e7b742cbe?hash=GGwdIDz2%2fxm8Vr%2bYPKY89EuV7Ofjcddfr11mKUGBklU%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/c3c6c697-cce9-441e-9503-fe20df8920b3?hash=9u5SkWu0p1%2fWqBgi%2bOjTYallfGy9dCcoHzdEsvoUOaA%3d&projectId=bo9nt6JWFsc,-108.788316888246,35.6299178326099,2014.2584970207365
Inlet,E115,Yes,,No,Concrete,1,No End Section,Other,,Circular,None,,66,66,,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Weeds and/or Debris,Normal,,Outlet has wingwalls and apron.,culvertam5@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-13T13:56:58.987964,2023-06-13T14:05:51.928314,0.64,0.97,,https://na.api.maps.trimblegeospatial.com/forms/images/ae177811-0ac1-47aa-82de-02be655575f2?hash=Tc8FeC%2fxI3HnygwlKQWm7T8cInG0oPlejHmL1Eyzwdo%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/072007a5-e43d-488a-868c-c21373ce48ea?hash=0yxllW8NN%2b%2bIf8r6OVufcuAUpTLyW9mHh6kLJQYWYFQ%3d&projectId=bo9nt6JWFsc,-108.1850376065122,36.59090828088711,1789.1843401233605
MDI / SDI,C812,Yes,,Yes,Corrugated Metal,1,MDI / SDI / CDI,Metal End Section,,Circular,None,Major,54,54,,>90% Silted,Severe Scour ( > 8 ft),Wire-Enclosed Rip-Rap Pad,Dry Arroyo/Ephemeral,Channel Degrading,Normal,,Drop inlet almost silted up,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-20T13:03:07.575088,2023-06-20T13:07:35.560076,0.9,1.35,,https://na.api.maps.trimblegeospatial.com/forms/images/eb12f786-50c2-44f6-9514-206cf86bd0da?hash=T6bj2Wst1otjUSP7hx18bkwaHcyeOtPPFyR6LMiRNPA%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/3e127981-7a06-4f87-89a3-4788e85453f2?hash=z2rHQ%2bHCKtxWEeiUfaZ6%2b%2bXbFUUfWhn1dBSd5OnfNTo%3d&projectId=bo9nt6JWFsc,-106.30288079199971,35.10624938636813,2113.8894120901255
CDI,B619,Yes,,Yes,Corrugated Metal,1,MDI / SDI / CDI,Unknown,1 pipe (lateral),Circular,None,None Evident,24,24,,Minor Silting (<10%),Little or no Scour ( < 1 ft),Other,Other,,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-27T10:11:46.499417,,1.28,1.74,,https://na.api.maps.trimblegeospatial.com/forms/images/e1f34b54-2b06-4b7f-8398-4aea281a622e?hash=OrQK88VYxSLZy0Rgfg8qATSXeXkXtxry4Q%2bSYyZ5k2c%3d&projectId=bo9nt6JWFsc,-104.43970893127519,36.86544434738438,2003.1304162764197
MDI / SDI,A97,Yes,,No,Concrete,1,MDI / SDI / CDI,Other,2 pipes (straight across),Circular,Other,Not Known,,,,,,,Irrigation,Good,Left Forward,22,CDI is part of irrigation canal that runs under frontage road and interstate. Outlet is into farm field. ,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-23T11:34:44.622952,2023-05-29T22:26:53.26735,0.81,1.21,,https://na.api.maps.trimblegeospatial.com/forms/images/2a5d509c-9189-46fe-926d-937c8fd509a8?hash=s1a8e6WxFCuFrLRW1fZdYPqCLcztAmjPbT%2brjZEZkjc%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/5b01bb09-1f8f-4ea9-a3ad-01da74bb5435?hash=7a7ZM8jz1FrWg56JKW3UWfYv6JDgyO3YOKKWWXkVcZU%3d&projectId=bo9nt6JWFsc,-105.21148491483403,35.582192481161904,1950.5916729988403
Outlet,E43,Yes,,No,Corrugated Metal,2,Metal End Section,Metal End Section,,Arch Pipe,None,None Evident,57,38,17.5,10% to 30% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Dry/Heavily Vegetated,Normal,,,culvertam5@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-06T17:09:43.743141,2023-06-06T17:14:34.965344,1.24,1.8599999999999999,,https://na.api.maps.trimblegeospatial.com/forms/images/2bf5aa00-abb9-4958-8b0c-3d5c4fd1475b?hash=TFaLLQL11unbSAxgQpDXSBJbuyJzMNDCVPDh%2fpZmjhI%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/1dadddfd-e9c6-479e-bd3f-ef9bc7779fc1?hash=kGYi9b8i07OpiZLriS9EWvGjJlIAcCmxtCZimsXUa20%3d&projectId=bo9nt6JWFsc,-108.70049662089002,36.85018865386834,1527.635769593872
Outlet,D1103,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,Heavy Damage (metal),None Evident,24,24,,30% to 60% Silted,Little or no Scour ( < 1 ft),None,No Channel Evident,,Normal,,Vegetation at outlet makes there appear to be more silt than there actually is. Damage input is correct,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-28T14:41:56.080923,2023-06-28T14:44:49.04725,0.68,1.02,,https://na.api.maps.trimblegeospatial.com/forms/images/fd99cc22-71df-4d7e-911b-5fb30a461ab9?hash=IMrklZbAPsshh7JGGDfiUNoYHLKj02D9NwCBmMfM490%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/e1e39cbb-525f-4896-9dbd-79f3075a9d24?hash=jXzvZTCcV5H6x427ycgN1gJQPQjjN2FWMHUEcHoMg5E%3d&projectId=bo9nt6JWFsc,-106.9949722489859,36.913391060805544,2089.405769907265
Inlet,D971,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,Minor Damage (metal),None Evident,42,42,,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Left Forward,22.5,,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-27T08:48:10.28852,2023-06-27T08:52:13.187134,0.81,1.22,,https://na.api.maps.trimblegeospatial.com/forms/images/c8b79f16-f9b9-405a-9f1b-de6a42141cf9?hash=E%2bpk5MRTRAnf9YRpNDeZAJluFP9R9PaNRho0ud5ccSg%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/927ccfb4-e45d-40aa-8ec8-667eb4d702b3?hash=CadVfo269ZpHn3uHPCxdS71xcUTwzcnINMYZITFaWec%3d&projectId=bo9nt6JWFsc,-106.8128987880092,36.899482202014696,2290.701105355037
Outlet,D403,Yes,,No,Corrugated Metal,1,No End Section,Metal End Section,,Circular,None,None Evident,48,48,,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Normal,,,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-05T13:43:08.171483,2023-06-05T13:50:24.19865,1.34,2.01,,https://na.api.maps.trimblegeospatial.com/forms/images/9f055b46-3935-42f0-b9bf-2c8d0e168bb0?hash=GxExEBuoHFNpQs48h%2bj2foSy7pWHz3SVE2DVlFZjQ5U%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/36b54343-033a-475e-ab9f-5f72beebf2a9?hash=9J54Z4pf4Az3LZE2DzKBLzkqp7VBCozy4mhdgNS6p%2f0%3d&projectId=bo9nt6JWFsc,-107.59388046749389,36.24139424011471,2166.3969654249245
Inlet,D369,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,None,Not Known,30,30,,60% to 90% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Dry/Heavily Vegetated,Normal,,Outlet is in the middle of the pictures where the steep slope and heavy vegetation is at. Due to steep slopes and heavy vegetation we had already took a picture at outlet but took GPS point at inlet,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-02T08:39:49.236233,2023-06-02T08:49:02.873587,1.23,1.8399999999999999,,https://na.api.maps.trimblegeospatial.com/forms/images/1b6bd546-c4e3-4ceb-bb38-65d5dd2d8aa8?hash=5FQNajrfsMj8mTAxH5fjDQ5ZNRuiIIJTKVYY3nWpv08%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/d6195075-621f-4d3a-9871-aba65aa31cec?hash=iiv9Npcc06KliG0IoVNWQsNyeraTULWajtrp6fqeGqY%3d&projectId=bo9nt6JWFsc,-107.43576684034048,36.20304755447585,2105.481391108726
Inlet,A906,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,Minor Damage (metal),Not Known,30,30,,10% to 30% Silted,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Good,Normal,0,MDI (second photo) two corrugated metal pipes straight across.,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-26T14:57:57.621846,2023-06-26T15:02:53.72985,0.91,1.37,,https://na.api.maps.trimblegeospatial.com/forms/images/ebf19297-151b-45f3-b0cd-0830c40588d3?hash=KVbjHxGYSD4Ydc1Jr5Z0G%2bCFh3aL0m3fWKIEB8cVMTw%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/47c2d4ab-08b8-4002-9a84-2682b645825e?hash=%2bgq8lroIv9YA%2f7pP38iifBxqs%2bBDdbUz7ZR%2b4DIU4m8%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/ef1790cb-c0b0-40df-851f-b59b2e131cda?hash=anMCj8Eh7uVri0l3dkn09Ep80%2b7E8mFpo%2fXGApcBD8o%3d&projectId=bo9nt6JWFsc,-105.21111123255274,35.58904248814859,1951.0690606609335
Outlet,C676,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,None,Minor (Rusting on Inside OR Outside),24,24,,10% to 30% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Channel Degrading,Normal,,,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-14T15:48:55.374877,,1.35,2.03,,https://na.api.maps.trimblegeospatial.com/forms/images/3b27d086-3423-4b47-8791-5e91a0cb0fe6?hash=hT6%2fAMfE71F%2fION0G%2fQ3AoO1%2fLKJ5SgC%2f%2fYR0nfXZRs%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/0dfc9017-d3ac-4f11-917d-a5326d82821c?hash=EgBXN%2fisrCWh0tpkBnxc3SxmWM0oDRAGNTypLmGfTWQ%3d&projectId=bo9nt6JWFsc,-107.63381428267265,36.99093047639284,2067.3760987512987
Inlet,A976,Yes,,No,Corrugated Metal,1,Metal End Section,Other,,Circular,None,Minor (Rusting on Inside OR Outside),30,30,,Clean,Minor Scour (1 to 3 ft),None,Roadside/Median Ditch,Good,Right Forward,45,Could not obtain good outlet photo due to vegetation. Outlet has concrete headwall and metal end section. ,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-28T07:59:31.230343,2023-06-28T13:51:01.854884,0.72,1.08,,https://na.api.maps.trimblegeospatial.com/forms/images/4011e4ab-f9ea-4bac-a581-5c6f9d6f15ec?hash=gGNWOi28RV1ThDjdKIqHd%2b6P3XfQBBCUOyYd6FGu4Tg%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/b18e473a-7123-4193-85f1-0ca0925c32b4?hash=K7VzjYcYTp3I33XxzYESq%2bw%2fCb8cnwkf9xWp0Yg8C1I%3d&projectId=bo9nt6JWFsc,-105.25429557287741,35.51458317302438,1977.5294383224918
